,author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,street,underground,price_per_meter
2365,real_estate_agent,Воскресенск,1,5,3,56.7,3800000,2014,41.0,6.0,Лопатинский мкр, Комсомольская,Воскресенск,67019.4
2366,homeowner,Воскресенск,4,5,2,47.8,5000000,1972,30.0,6.0,Центральный мкр, Куйбышева,Воскресенск,104602.51
2369,real_estate_agent,Воскресенск,3,9,1,44.8,4199000,2010,16.0,20.0,Лопатинский мкр,переулок Юбилейный,Воскресенск,93727.68
2371,real_estate_agent,Воскресенск,1,9,3,57.7,4600000,2014,43.7,9.0,Воскресенск,Железнодорожная ,Воскресенск,79722.7
2373,real_estate_agent,Воскресенск,4,5,2,44.0,3200000,2014,30.0,6.0,Москворецкий мкр, Спартака,Воскресенск,72727.27
2374,realtor,Воскресенск,3,5,2,35.6,3500000,2014,22.0,7.0,Воскресенск,Железнодорожная ,Воскресенск,98314.61
2375,real_estate_agent,Воскресенск,3,14,2,53.1,5650000,2014,20.2,10.0,Воскресенск, Ломоносова,Воскресенск,106403.01
2376,real_estate_agent,Воскресенск,8,9,3,57.9,4199999,1973,40.0,5.6,Новлянский мкр, Энгельса,Воскресенск,72538.84
2377,real_estate_agent,Воскресенск,7,9,1,34.1,3699000,2014,18.0,9.0,Новлянский мкр, Цесиса,Воскресенск,108475.07
2378,real_estate_agent,Воскресенск,4,5,1,34.3,3549330,2014,17.4,11.9,Воскресенск, Ломоносова,Воскресенск,103479.01
2381,real_estate_agent,Воскресенск,1,9,2,52.0,4200000,2014,34.0,9.0,Воскресенск,Рабочая ,Воскресенск,80769.23
2382,real_estate_agent,Воскресенск,1,5,3,59.0,3100000,2014,46.0,6.0,Воскресенск,Московская ,Воскресенск,52542.37
2384,real_estate_agent,Воскресенск,1,9,2,54.0,5555000,1985,32.0,8.0,Новлянский мкр, Энгельса,Воскресенск,102870.37
2386,real_estate_agent,Воскресенск,2,5,2,47.9,3499000,2014,30.4,6.0,Лопатинский мкр, Комсомольская,Воскресенск,73048.02
2387,real_estate_agent,Воскресенск,7,9,2,45.3,4550000,2014,28.0,8.0,Центральный мкр, Менделеева,Воскресенск,100441.5
2388,real_estate_agent,Воскресенск,1,2,2,60.2,4700000,2014,36.0,7.4,Цемгигант мкр, Карла Маркса,Воскресенск,78073.09
2391,real_estate_agent,Воскресенск,1,5,3,55.1,3700000,1965,34.985028692248676,7.4,Лопатинский мкр, Первомайская,Воскресенск,67150.64
2393,real_estate_agent,Воскресенск,4,5,2,44.0,4900000,1967,28.51805862968274,6.0,Центральный мкр, Менделеева,Воскресенск,111363.64
2394,real_estate_agent,Воскресенск,2,5,2,41.7,5100000,1967,27.7,6.0,Центральный мкр, Докторова,Воскресенск,122302.16
2398,real_estate_agent,Воскресенск,5,5,2,53.2,3800000,2014,35.0,9.0,Воскресенск, Мичурина,Воскресенск,71428.57
2400,real_estate_agent,Воскресенск,6,10,1,35.0,3250000,1992,17.0,9.0,Новлянский мкр, Цесиса,Воскресенск,92857.14
2401,realtor,Воскресенск,5,5,3,59.9,4400000,1967,32.0,6.0,Воскресенск,Железнодорожная ,Воскресенск,73455.76
2402,real_estate_agent,Воскресенск,5,10,2,50.1,5000000,1991,34.0,8.0,Новлянский мкр, Цесиса,Воскресенск,99800.4
2406,real_estate_agent,Воскресенск,7,9,1,30.3,2960000,1981,15.4,7.0,Цемгигант мкр, Карла Маркса,Воскресенск,97689.77
2407,realtor,Воскресенск,4,5,2,54.4,3900000,1985,32.0,9.0,Лопатинский мкр, Центральная,Воскресенск,71691.18
2410,real_estate_agent,Воскресенск,2,9,2,54.2,5500000,2014,27.0,8.5,Центральный мкр, Победы,Воскресенск,101476.01
2412,real_estate_agent,Воскресенск,3,5,1,30.5,3400000,2014,18.0,6.0,Центральный мкр, Менделеева,Воскресенск,111475.41
2415,realtor,Воскресенск,2,5,3,55.0,4199000,2014,30.857745101252277,9.9,Центральный мкр, Менделеева,Воскресенск,76345.45
2419,real_estate_agent,Воскресенск,3,5,2,54.6,4200000,1986,30.0,9.0,Лопатинский мкр, Центральная,Воскресенск,76923.08
2421,real_estate_agent,Воскресенск,5,5,1,31.0,3199000,2014,19.0,6.0,Воскресенск, Калинина,Выхино,103193.55
2424,real_estate_agent,Воскресенск,10,14,1,42.0,6090000,2014,23.0,14.0,Центральный мкр, Хрипунова,Воскресенск,145000.0
2426,real_estate_agent,Воскресенск,5,5,1,30.4,3199776,2014,19.4,6.0,Центральный мкр, Менделеева,Воскресенск,105255.79
2428,real_estate_agent,Воскресенск,2,4,2,46.3,4800000,2014,28.0,7.0,Центральный мкр, Октябрьская,Воскресенск,103671.71
2429,real_estate_agent,Воскресенск,2,2,2,38.0,3390000,2014,27.0,6.0,Воскресенск, Ломоносова,Воскресенск,89210.53
2430,real_estate_agent,Воскресенск,2,2,2,45.2,3100000,2014,32.0,6.0,Воскресенск, Белинского,Котельники,68584.07
2432,real_estate_agent,Воскресенск,1,5,2,56.0,3990000,1965,35.0,9.0,Лопатинский мкр, Первомайская,Воскресенск,71250.0
2435,real_estate_agent,Воскресенск,2,2,2,44.2,3620000,1958,29.73735759010873,7.0,Цемгигант мкр, Ленинская,Воскресенск,81900.45
2436,real_estate_agent,Воскресенск,9,10,2,57.0,4530000,1988,32.0,9.0,Воскресенск,Рабочая ,Воскресенск,79473.68
2437,realtor,Воскресенск,4,5,2,46.4,3550000,2014,31.0,6.0,Новлянский мкр, Зелинского,Воскресенск,76508.62
2439,real_estate_agent,Воскресенск,5,5,2,49.0,3500000,2014,30.0,8.0,Лопатинский мкр, Центральная,Воскресенск,71428.57
2442,real_estate_agent,Воскресенск,9,10,2,34.0,3280000,2014,23.0,6.0,Центральный мкр, Лермонтова,Воскресенск,96470.59
2447,real_estate_agent,Воскресенск,4,5,2,53.2,4150000,2014,29.4,9.0,Фетровой фабрики мкр, Быковского,Воскресенск,78007.52
2448,real_estate_agent,Воскресенск,3,4,2,44.0,4500000,2014,30.0,6.0,Воскресенск,Советская ,Воскресенск,102272.73
2450,real_estate_agent,Воскресенск,5,5,1,30.0,3050000,2014,16.0,6.0,Новлянский мкр, Зелинского,Воскресенск,101666.67
2451,real_estate_agent,Воскресенск,3,5,3,57.0,4800000,2014,41.0,6.0,Воскресенск, Колина,Раменское,84210.53
2453,homeowner,Воскресенск,4,5,2,46.0,4600000,1965,33.0,6.0,Центральный мкр, Менделеева,Воскресенск,100000.0
2454,real_estate_agent,Воскресенск,4,5,3,60.0,3900000,2014,37.0,8.0,Воскресенск, Комсомольская,Выхино,65000.0
2457,real_estate_agent,Воскресенск,1,2,3,66.8,4300000,1951,42.74119704730924,9.0,Воскресенск,Московская ,Воскресенск,64371.26
2459,real_estate_agent,Воскресенск,5,9,1,32.3,4700000,1968,21.34426800966034,9.1,Центральный мкр, Менделеева,Воскресенск,145510.84
2460,real_estate_agent,Воскресенск,2,5,2,46.0,3600000,2014,33.0,6.0,Центральный мкр, Победы,Воскресенск,78260.87
2461,real_estate_agent,Воскресенск,4,5,2,45.4,3850000,2014,28.0,6.0,Воскресенск, Ломоносова,Воскресенск,84801.76
2462,real_estate_agent,Воскресенск,6,9,3,52.0,5700000,2014,36.5,7.0,Новлянский мкр, Зелинского,Воскресенск,109615.38
2463,real_estate_agent,Воскресенск,2,5,2,54.2,3600000,1978,32.0,9.0,Воскресенск, Мичурина,Воскресенск,66420.66
2464,real_estate_agent,Воскресенск,10,10,2,52.0,4099000,2014,30.0,9.0,Воскресенск,Рабочая ,Воскресенск,78826.92
2465,real_estate_agent,Воскресенск,2,5,2,45.2,3950000,2014,25.434979790635396,5.5,Центральный мкр, Победы,Воскресенск,87389.38
2466,real_estate_agent,Воскресенск,2,2,2,43.2,3899999,1954,27.0,7.5,Цемгигант мкр, Ленинская,Воскресенск,90277.75
2467,homeowner,Воскресенск,9,14,1,40.5,6000000,2016,22.7,10.4,Центральный мкр, Хрипунова,Воскресенск,148148.15
2469,real_estate_agent,Воскресенск,4,9,1,42.4,5900000,2014,20.0,11.0,Центральный мкр, Докторова,Воскресенск,139150.94
2470,real_estate_agent,Воскресенск,2,5,2,54.3,3900000,2014,34.0,9.0,Воскресенск, Ломоносова,Воскресенск,71823.2
2471,real_estate_agent,Воскресенск,2,2,2,44.0,2990000,1950,33.0,6.0,Колыберево мкр, Пушкина,Воскресенск,67954.55
2477,real_estate_agent,Воскресенск,1,4,3,63.4,4950000,2014,30.1,10.9,Центральный мкр, Менделеева,Воскресенск,78075.71
2479,real_estate_agent,Воскресенск,2,5,1,32.2,3250000,1971,18.0,7.0,Новлянский мкр, Энгельса,Воскресенск,100931.68
2480,real_estate_agent,Воскресенск,1,5,2,54.0,3800000,2014,30.0,9.0,Лопатинский мкр, Маркина,Воскресенск,70370.37
2485,real_estate_agent,Воскресенск,1,9,1,34.0,3200000,2014,18.5,9.0,Центральный мкр, Пионерская,Воскресенск,94117.65
2486,real_estate_agent,Воскресенск,7,9,2,59.3,4700000,1984,29.0,7.8,Новлянский мкр, Западная,Воскресенск,79258.01
2491,real_estate_agent,Воскресенск,7,9,2,52.0,4400000,2014,33.0,8.0,Воскресенск,Рабочая ,Воскресенск,84615.38
2492,real_estate_agent,Воскресенск,1,5,2,48.0,3150000,2014,28.0,6.0,Цемгигант мкр, Ленинская,Воскресенск,65625.0
2493,homeowner,Воскресенск,2,5,1,31.0,3300000,2014,17.44530478194352,8.4,Лопатинский мкр, Комсомольская,Воскресенск,106451.61
2494,realtor,Воскресенск,8,10,1,45.9,5150000,2013,23.0,10.0,Лопатинский мкр,переулок Юбилейный,Воскресенск,112200.44
2497,real_estate_agent,Воскресенск,2,3,2,40.4,3450000,1958,27.556430743400654,6.0,Воскресенск,Московская ,Воскресенск,85396.04
2498,real_estate_agent,Воскресенск,8,10,2,50.8,5650000,2014,29.5,8.6,Воскресенск,Рабочая ,Воскресенск,111220.47
2499,real_estate_agent,Воскресенск,2,5,1,31.1,3300000,1968,15.8,6.0,Лопатинский мкр, Комсомольская,Воскресенск,106109.32
2500,real_estate_agent,Воскресенск,1,4,2,43.5,3300000,1961,29.6,6.0,Воскресенск,Московская ,Воскресенск,75862.07
2501,realtor,Воскресенск,2,5,2,55.0,4450000,1981,31.0,9.0,Лопатинский мкр,переулок Юбилейный,Воскресенск,80909.09
2505,real_estate_agent,Воскресенск,1,5,1,31.0,2990000,2014,18.0,6.0,Лопатинский мкр, Комсомольская,Воскресенск,96451.61
2507,realtor,Воскресенск,1,5,2,40.9,3100000,1971,29.0,6.0,Лопатинский мкр, Андреса,Воскресенск,75794.62
2508,homeowner,Воскресенск,4,5,2,49.9,4000000,1981,40.0,6.0,Лопатинский мкр,переулок Юбилейный,Воскресенск,80160.32
2509,real_estate_agent,Воскресенск,3,9,2,54.0,5100000,2014,32.0,8.0,Новлянский мкр, Цесиса,Воскресенск,94444.44
2510,real_estate_agent,Воскресенск,4,5,2,46.0,4100000,2014,25.83038722502917,7.0,Новлянский мкр, Зелинского,Воскресенск,89130.43
2511,real_estate_agent,Воскресенск,1,5,2,41.9,3500000,2014,23.6494878146826,6.0,Центральный мкр, Колина,Воскресенск,83532.22
2513,real_estate_agent,Воскресенск,1,9,1,34.0,4600000,2014,18.0,9.0,Воскресенск,Рабочая ,Воскресенск,135294.12
2514,real_estate_agent,Воскресенск,9,14,1,37.5,4300000,2014,20.0,11.0,Воскресенск, Ломоносова,Воскресенск,114666.67
2515,real_estate_agent,Воскресенск,8,9,2,45.1,4000000,2014,30.0,6.0,Москворецкий мкр, Спартака,Воскресенск,88691.8
2517,real_estate_agent,Воскресенск,1,4,3,56.0,5100000,1963,42.0,6.0,Центральный мкр, Менделеева,Воскресенск,91071.43
2518,real_estate_agent,Воскресенск,2,9,3,60.8,5950000,2014,43.0,8.0,Новлянский мкр, Новлянская,Воскресенск,97861.84
2521,real_estate_agent,Воскресенск,10,10,3,71.5,5500000,2014,55.0,9.0,Воскресенск,Рабочая ,Воскресенск,76923.08
2522,real_estate_agent,Воскресенск,1,9,3,57.8,5200000,1981,48.0,7.0,Воскресенск,Железнодорожная ,Воскресенск,89965.4
2523,unknown,Воскресенск,1,2,2,51.0,3670000,2014,28.899871497080824,9.4,Колыберево мкр, Пушкина,Воскресенск,71960.78
2525,real_estate_agent,Воскресенск,4,4,2,43.5,3100000,1961,30.0,6.0,Воскресенск,Московская ,Воскресенск,71264.37
2527,real_estate_agent,Воскресенск,4,5,1,31.0,3650000,1967,18.0,6.0,Центральный мкр, Менделеева,Воскресенск,117741.94
